Gender,IMSA_SchedYearofGraduation,Grade_TermID,Grade_Year,Grade_StoreCode,Grade_Point_Solid,Grade_Point,Grade,Course_Number,Course_Name,Credit_Type,Student_GradeLevel
Female,2015,2301,2014,S1,3,3.33,B+,NULL,Literary Explorations III,"Eng,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,BC Calculus I,"Math,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Female,2015,2301,2014,S1,3,3.33,B+,NULL,Microbes and Disease,"Sci,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Spanish IV,"WLang,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,Creative Writing Workshop,"Eng,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,The World in the Twentieth Century,"HistSS,t",11
Female,2015,2302,2014,S2,3,3.33,B+,NULL,BC Calculus II,"Math,t",11
Male,2015,2201,2013,S1,4,4,A,NULL,Literary Explorations I,"Eng,t",10
Male,2015,2201,2013,S1,3,3.33,B+,NULL,American Studies,"HistSS,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Mathematical Investigations III,"Math,t",10
Male,2015,2201,2013,S1,4,3.67,A-,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Methods in Scientific Inquiry,"Sci,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Moving and Learning,"Well,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,French II,"WLang,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,Literary Explorations II,"Eng,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,American Studies,"HistSS,t",10
Male,2015,2202,2013,S2,4,4,A,NULL,Mathematical Investigations IV,"Math,t",10
Male,2015,2202,2013,S2,4,3.67,A-,NULL,BC Calculus I,"Math,t",10
Male,2015,2202,2013,S2,4,4,A,NULL,Scientific Inquiries - Physics,"Sci,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,Sci Inquiries - Organisms and Ecosystems,"Sci,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,French II,"WLang,t",10
Male,2015,2300,2014,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2300,2014,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2301,2014,S1,3,3.33,B+,NULL,Literary Explorations III,"Eng,t",11
Male,2015,2301,2014,S1,4,3.67,A-,NULL,Medieval Societies,"HistSS,t",11
Male,2015,2301,2014,S1,3,3.33,B+,NULL,BC Calculus II,"Math,t",11
Male,2015,2301,2014,S1,3,3.33,B+,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Physics: Calculus-based Mechanics,"Sci,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,French III,"WLang,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Creative Writing Workshop,"Eng,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,The World in the Twentieth Century,"HistSS,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,BC Calculus III,"Math,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,Outdoor and Indoor Games,"Well,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,French III,"WLang,t",11
Male,2015,2400,2015,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2015,2400,2015,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Film Study: History and Criticism,"Eng,t",12
Male,2015,2401,2015,S1,3,3,B,NULL,US Government and the Constitution,"HistSS,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Multi-Variable Calculus,"Math,t",12
Male,2015,2401,2015,S1,3,3,B,NULL,Organic Chemistry I,"Sci,t",12
Male,2015,2401,2015,S1,3,3.33,B+,NULL,Modern Physics,"Sci,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,French IV,"WLang,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Modern Theater,"Eng,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Ceramics,"FA,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Discrete Mathematics,"Math,t",12
Male,2015,2402,2015,S2,3,3,B,NULL,Differential Equations,"Math,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Web Technologies I,"math,cs,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Organic Chemistry II,"Sci,t",12
Male,2015,2402,2015,S2,3,3.33,B+,NULL,French IV,"WLang,t",12
Male,2015,2201,2013,S1,2,2.33,C+,NULL,Literary Explorations I,"Eng,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,American Studies,"HistSS,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Mathematical Investigations I/II,"Math,t",10
Male,2015,2201,2013,S1,2,2,C,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Male,2015,2201,2013,S1,2,2,C,NULL,Sci Inquiries - Molecular Genetics,"Sci,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Japanese I,"WLang,t",10
Male,2015,2202,2013,S2,3,2.67,B-,NULL,Literary Explorations II,"Eng,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,American Studies,"HistSS,t",10
Male,2015,2202,2013,S2,2,2,C,NULL,Mathematical Investigations I/II,"Math,t",10
Male,2015,2202,2013,S2,2,2,C,NULL,Scientific Inquiries - Physics,"Sci,t",10
Male,2015,2202,2013,S2,3,2.67,B-,NULL,Methods in Scientific Inquiry,"Sci,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Moving and Learning,"Well,t",10
Male,2015,2202,2013,S2,2,2.33,C+,NULL,Japanese I,"WLang,t",10
Male,2015,2301,2014,S1,3,3,B,NULL,Literary Explorations III,"Eng,t",11
Male,2015,2301,2014,S1,3,3,B,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Male,2015,2301,2014,S1,2,1.67,C-,NULL,Geometry I/II,"Math,t",11
Male,2015,2301,2014,S1,2,1.67,C-,NULL,Organic Chemistry I,"Sci,t",11
Male,2015,2301,2014,S1,2,2,C,NULL,"Evolution, Biodiversity, and Ecology","Sci,t",11
Male,2015,2301,2014,S1,2,2,C,NULL,Japanese II,"WLang,t",11
Female,2015,2201,2013,S1,3,3.33,B+,NULL,Literary Explorations I,"Eng,t",10
Female,2015,2201,2013,S1,4,3.67,A-,NULL,American Studies,"HistSS,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Mathematical Investigations II,"Math,t",10
Female,2015,2201,2013,S1,2,2.33,C+,NULL,Scientific Inquiries - Biology,"Sci,t",10
Female,2015,2201,2013,S1,3,2.67,B-,NULL,Methods in Scientific Inquiry,"Sci,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,French I,"WLang,t",10
Female,2015,2202,2013,S2,3,3.33,B+,NULL,Literary Explorations II,"Eng,t",10
Female,2015,2202,2013,S2,4,3.67,A-,NULL,American Studies,"HistSS,t",10
Female,2015,2202,2013,S2,3,2.67,B-,NULL,Mathematical Investigations III,"Math,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Scientific Inquiries - Physics,"Sci,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Moving and Learning,"Well,t",10
Female,2015,2202,2013,S2,3,3.33,B+,NULL,French I,"WLang,t",10
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Literary Explorations III,"Eng,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,Wind Ensemble,"FA,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Female,2015,2301,2014,S1,3,2.67,B-,NULL,Mathematical Investigations IV,"Math,t",11
Female,2015,2301,2014,S1,3,2.67,B-,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Planetary Science,"Sci,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,Dance,"Well,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,French II,"WLang,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,Creative Writing Workshop,"Eng,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,Wind Ensemble,"FA,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,The World in the Twentieth Century,"HistSS,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,Computational Thinking,"math,cs,t",11
Female,2015,2302,2014,S2,3,2.67,B-,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,Environmental Chemistry,"Sci,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,French II,"WLang,t",11
Female,2015,2401,2015,S1,4,3.67,A-,NULL,Gender Studies,"Eng,t",12
Female,2015,2401,2015,S1,4,4,A,NULL,Wind Ensemble,"FA,t",12
Female,2015,2401,2015,S1,4,4,A,NULL,Political Theory,"HistSS,t",12
Female,2015,2401,2015,S1,3,3.33,B+,NULL,History of Philosophy,"HistSS,t",12
Female,2015,2401,2015,S1,4,3.67,A-,NULL,AB Calculus I,"Math,t",12
Female,2015,2401,2015,S1,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",12
Female,2015,2402,2015,S2,4,4,A,NULL,Modern Theater,"Eng,t",12
Female,2015,2402,2015,S2,4,4,A,NULL,Wind Ensemble,"FA,t",12
Female,2015,2402,2015,S2,3,3,B,NULL,International Relations,"HistSS,t",12
Female,2015,2402,2015,S2,3,3.33,B+,NULL,History of Biology,"HistSS,t",12
Female,2015,2402,2015,S2,4,4,A,NULL,AB Calculus II,"Math,t",12
Female,2015,2402,2015,S2,2,2.33,C+,NULL,Organic Chemistry II,"Sci,t",12
Male,2015,2201,2013,S1,3,3,B,NULL,Literary Explorations I,"Eng,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Concert Band,"FA,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,American Studies,"HistSS,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Mathematical Investigations III,"Math,t",10
Male,2015,2201,2013,S1,2,2,C,NULL,Sci Inquiries - Molecular Genetics,"Sci,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Methods in Scientific Inquiry,"Sci,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Moving and Learning,"Well,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Russian I,"WLang,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Literary Explorations II,"Eng,t",10
Male,2015,2202,2013,S2,4,4,A,NULL,Concert Band,"FA,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,American Studies,"HistSS,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Mathematical Investigations IV,"Math,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Scientific Inquiries - Physics,"Sci,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Russian I,"WLang,t",10
Male,2015,2300,2014,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2300,2014,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2400,2015,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2015,2400,2015,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Graphic Novels: Image and Text,"Eng,t",12
Male,2015,2401,2015,S1,4,4,A,NULL,Wind Ensemble,"FA,t",12
Male,2015,2401,2015,S1,4,4,A,NULL,BC Calculus III,"Math,t",12
Male,2015,2401,2015,S1,4,4,A,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2015,2401,2015,S1,4,4,A,NULL,Engineering,"Sci,t",12
Male,2015,2401,2015,S1,3,3.33,B+,NULL,Russian III,"WLang,t",12
Male,2015,2402,2015,S2,3,3,B,NULL,The Idea of the Individual,"Eng,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,History of Biology,"HistSS,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Multi-Variable Calculus,"Math,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Microbes and Disease,"Sci,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Russian III,"WLang,t",12
Male,2015,2301,2014,S1,3,3,B,NULL,Literary Explorations III,"Eng,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Wind Ensemble,"FA,t",11
Male,2015,2301,2014,S1,3,3,B,NULL,Power and Authority in History,"HistSS,t",11
Male,2015,2301,2014,S1,3,3,B,NULL,BC Calculus I,"Math,t",11
Male,2015,2301,2014,S1,3,3.33,B+,NULL,Object Oriented Programming,"math,cs,t",11
Male,2015,2301,2014,S1,3,3,B,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Lifeguarding and Water Polo,"Well,t",11
Male,2015,2301,2014,S1,3,3,B,NULL,Russian II,"WLang,t",11
Male,2015,2302,2014,S2,3,3.33,B+,NULL,Modern Theater,"Eng,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,Wind Ensemble,"FA,t",11
Male,2015,2302,2014,S2,3,3.33,B+,NULL,The World in the Twentieth Century,"HistSS,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,BC Calculus II,"Math,t",11
Male,2015,2302,2014,S2,3,3.33,B+,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Male,2015,2302,2014,S2,3,3,B,NULL,Physiology and Disease,"Sci,t",11
Male,2015,2302,2014,S2,3,3,B,NULL,Russian II,"WLang,t",11
Female,2015,2201,2013,S1,3,2.67,B-,NULL,Literary Explorations I,"Eng,t",10
Female,2015,2201,2013,S1,4,4,A,NULL,Concert Band,"FA,t",10
Female,2015,2201,2013,S1,2,1.67,C-,NULL,American Studies,"HistSS,t",10
Female,2015,2201,2013,S1,2,2,C,NULL,Mathematical Investigations II,"Math,t",10
Female,2015,2201,2013,S1,3,2.67,B-,NULL,Scientific Inquiries - Physics,"Sci,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Methods in Scientific Inquiry,"Sci,t",10
Female,2015,2201,2013,S1,2,2,C,NULL,Moving and Learning,"Well,t",10
Female,2015,2201,2013,S1,3,2.67,B-,NULL,Russian I,"WLang,t",10
Female,2015,2202,2013,S2,3,3.33,B+,NULL,Literary Explorations II,"Eng,t",10
Female,2015,2202,2013,S2,4,4,A,NULL,Concert Band,"FA,t",10
Female,2015,2202,2013,S2,4,4,A,NULL,Chamber Choir,"FA,t",10
Female,2015,2202,2013,S2,1,1,D,NULL,American Studies,"HistSS,t",10
Female,2015,2202,2013,S2,2,1.67,C-,NULL,Mathematical Investigations III,"Math,t",10
Female,2015,2202,2013,S2,2,1.67,C-,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Female,2015,2202,2013,S2,1,1,D,NULL,Sci Inquiries - Molecular Genetics,"Sci,t",10
Female,2015,2202,2013,S2,2,2,C,NULL,Russian I,"WLang,t",10
Female,2015,2301,2014,S1,2,2.33,C+,NULL,Literary Explorations III,"Eng,t",11
Female,2015,2301,2014,S1,2,1.67,C-,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Female,2015,2301,2014,S1,2,2,C,NULL,Mathematical Investigations IV,"Math,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,Web Technologies I,"math,cs,t",11
Female,2015,2301,2014,S1,3,2.67,B-,NULL,Sci Inquiries - Molecular Genetics,"Sci,t",11
Female,2015,2301,2014,S1,2,2,C,NULL,Russian II,"WLang,t",11
Female,2015,2302,2014,S2,2,1.67,C-,NULL,Creative Writing Workshop,"Eng,t",11
Female,2015,2302,2014,S2,1,1,D,NULL,American Studies,"HistSS,t",11
Female,2015,2302,2014,S2,1,1,D,NULL,The World in the Twentieth Century,"HistSS,t",11
Female,2015,2302,2014,S2,3,2.67,B-,NULL,Discrete Mathematics,"Math,t",11
Female,2015,2302,2014,S2,3,2.67,B-,NULL,Physiology and Disease,"Sci,t",11
Female,2015,2302,2014,S2,2,2.33,C+,NULL,Russian II,"WLang,t",11
Female,2015,2201,2013,S1,4,3.67,A-,NULL,Literary Explorations I,"Eng,t",10
Female,2015,2201,2013,S1,4,4,A,NULL,American Studies,"HistSS,t",10
Female,2015,2201,2013,S1,3,3.33,B+,NULL,Mathematical Investigations IV,"Math,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Scientific Inquiries - Biology,"Sci,t",10
Female,2015,2201,2013,S1,4,4,A,NULL,Methods in Scientific Inquiry,"Sci,t",10
Female,2015,2201,2013,S1,4,3.67,A-,NULL,Spanish III,"WLang,t",10
Female,2015,2202,2013,S2,4,4,A,NULL,Literary Explorations II,"Eng,t",10
Female,2015,2202,2013,S2,4,3.67,A-,NULL,American Studies,"HistSS,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,BC Calculus I,"Math,t",10
Female,2015,2202,2013,S2,4,3.67,A-,NULL,Scientific Inquiries - Physics,"Sci,t",10
Female,2015,2202,2013,S2,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",10
Female,2015,2202,2013,S2,4,4,A,NULL,Moving and Learning,"Well,t",10
Female,2015,2202,2013,S2,4,4,A,NULL,Spanish III,"WLang,t",10
Female,2015,2300,2014,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Female,2015,2300,2014,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,Literary Explorations III,"Eng,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Photography,"FA,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,BC Calculus II,"Math,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,Microbes and Disease,"Sci,t",11
Female,2015,2301,2014,S1,4,4,A,NULL,Spanish IV,"WLang,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,Creative Writing Workshop,"Eng,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,The World in the Twentieth Century,"HistSS,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,BC Calculus III,"Math,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Female,2015,2302,2014,S2,4,3.67,A-,NULL,Molecular and Cellular Biology,"Sci,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,Outdoor and Indoor Games,"Well,t",11
Female,2015,2302,2014,S2,4,4,A,NULL,Spanish IV,"WLang,t",11
Female,2015,2401,2015,S1,4,4,A,NULL,Gender Studies,"Eng,t",12
Female,2015,2401,2015,S1,4,4,A,NULL,The History of China and India,"HistSS,t",12
Female,2015,2401,2015,S1,3,3,B,NULL,Statistical Exploration and Description,"Math,t",12
Female,2015,2401,2015,S1,4,3.67,A-,NULL,Web Technologies I,"math,cs,t",12
Female,2015,2401,2015,S1,4,4,A,NULL,Spanish V,"WLang,t",12
Female,2015,2402,2015,S2,4,4,A,NULL,Modern Theater,"Eng,t",12
Female,2015,2402,2015,S2,4,3.67,A-,NULL,Statistical Experimentation & Inference,"Math,t",12
Female,2015,2402,2015,S2,3,3.33,B+,NULL,Organic Chemistry II,"Sci,t",12
Female,2015,2402,2015,S2,3,3,B,NULL,Physics: Sound and Light,"Sci,t",12
Female,2015,2402,2015,S2,4,4,A,NULL,Spanish V,"WLang,t",12
Female,2015,2201,2013,S1,3,3,B,NULL,Literary Explorations I,"Eng,t",10
Female,2015,2201,2013,S1,4,4,A,NULL,Concert Band,"FA,t",10
Female,2015,2201,2013,S1,3,2.67,B-,NULL,American Studies,"HistSS,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Mathematical Investigations III,"Math,t",10
Female,2015,2201,2013,S1,3,3.33,B+,NULL,Scientific Inquiries - Chemistry,"Sci,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Scientific Inquiries - Physics,"Sci,t",10
Female,2015,2201,2013,S1,2,2,C,NULL,Moving and Learning,"Well,t",10
Female,2015,2201,2013,S1,3,3,B,NULL,Spanish II,"WLang,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Literary Explorations II,"Eng,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,American Studies,"HistSS,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Mathematical Investigations IV,"Math,t",10
Female,2015,2202,2013,S2,2,2,C,NULL,Sci Inquiries - Organisms and Ecosystems,"Sci,t",10
Female,2015,2202,2013,S2,3,3.33,B+,NULL,Methods in Scientific Inquiry,"Sci,t",10
Female,2015,2202,2013,S2,3,3,B,NULL,Spanish II,"WLang,t",10
Female,2015,2300,2014,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Female,2015,2300,2014,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,Literary Explorations III,"Eng,t",11
Female,2015,2301,2014,S1,3,3.33,B+,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Female,2015,2301,2014,S1,2,2,C,NULL,BC Calculus I,"Math,t",11
Female,2015,2301,2014,S1,4,3.67,A-,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Female,2015,2301,2014,S1,3,2.67,B-,NULL,Organic Chemistry I,"Sci,t",11
Female,2015,2301,2014,S1,3,3,B,NULL,Spanish III,"WLang,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,Modern World Fiction,"Eng,t",11
Female,2015,2302,2014,S2,3,3.33,B+,NULL,The World in the Twentieth Century,"HistSS,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,BC Calculus II,"Math,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Female,2015,2302,2014,S2,3,3,B,NULL,Movement and Relaxation,"Well,t",11
Female,2015,2302,2014,S2,3,2.67,B-,NULL,Spanish III,"WLang,t",11
Female,2015,2401,2015,S1,3,3,B,NULL,Gender Studies,"Eng,t",12
Female,2015,2401,2015,S1,3,3,B,NULL,History of Philosophy,"HistSS,t",12
Female,2015,2401,2015,S1,3,3,B,NULL,BC Calculus III,"Math,t",12
Female,2015,2401,2015,S1,4,4,A,NULL,Robotics Programming,"math,cs,t",12
Female,2015,2401,2015,S1,3,3,B,NULL,Planetary Science,"Sci,t",12
Female,2015,2402,2015,S2,3,2.67,B-,NULL,The Idea of the Individual,"Eng,t",12
Female,2015,2402,2015,S2,3,3.33,B+,NULL,International Relations,"HistSS,t",12
Female,2015,2402,2015,S2,3,3,B,NULL,Web Technologies I,"math,cs,t",12
Female,2015,2402,2015,S2,3,2.67,B-,NULL,Physics: Sound and Light,"Sci,t",12
Female,2015,2402,2015,S2,3,3,B,NULL,Engineering,"Sci,t",12
Male,2015,2201,2013,S1,3,3,B,NULL,Literary Explorations I,"Eng,t",10
Male,2015,2201,2013,S1,3,3.33,B+,NULL,American Studies,"HistSS,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Mathematical Investigations III,"Math,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Scientific Inquiries - Biology,"Sci,t",10
Male,2015,2201,2013,S1,3,3,B,NULL,Organic Chemistry I,"Sci,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Moving and Learning,"Well,t",10
Male,2015,2201,2013,S1,4,4,A,NULL,Spanish III,"WLang,t",10
Male,2015,2202,2013,S2,4,3.67,A-,NULL,Literary Explorations II,"Eng,t",10
Male,2015,2202,2013,S2,4,3.67,A-,NULL,American Studies,"HistSS,t",10
Male,2015,2202,2013,S2,4,4,A,NULL,Mathematical Investigations IV,"Math,t",10
Male,2015,2202,2013,S2,3,3.33,B+,NULL,BC Calculus I,"Math,t",10
Male,2015,2202,2013,S2,4,3.67,A-,NULL,Scientific Inquiries - Physics,"Sci,t",10
Male,2015,2202,2013,S2,4,3.67,A-,NULL,Methods in Scientific Inquiry,"Sci,t",10
Male,2015,2202,2013,S2,3,3,B,NULL,Spanish III,"WLang,t",10
Male,2015,2300,2014,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2300,2014,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",11
Male,2015,2301,2014,S1,4,3.67,A-,NULL,Literary Explorations III,"Eng,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Music Theory,"FA,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Ancient World Religion and Philosophy,"HistSS,t",11
Male,2015,2301,2014,S1,4,3.67,A-,NULL,BC Calculus II,"Math,t",11
Male,2015,2301,2014,S1,4,4,A,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",11
Male,2015,2301,2014,S1,4,3.67,A-,NULL,Modern Physics,"Sci,t",11
Male,2015,2301,2014,S1,4,3.67,A-,NULL,Spanish IV,"WLang,t",11
Male,2015,2302,2014,S2,3,3.33,B+,NULL,Modern World Fiction,"Eng,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,The World in the Twentieth Century,"HistSS,t",11
Male,2015,2302,2014,S2,3,3,B,NULL,BC Calculus III,"Math,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Object Oriented Programming,"math,cs,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",11
Male,2015,2302,2014,S2,4,3.67,A-,NULL,Physics: Sound and Light,"Sci,t",11
Male,2015,2302,2014,S2,4,4,A,NULL,Outdoor and Indoor Games,"Well,t",11
Male,2015,2302,2014,S2,3,3.33,B+,NULL,Spanish IV,"WLang,t",11
Male,2015,2400,2015,S1,P,P,P,NULL,Student Inquiry and Research/Summer,"SIR,t",12
Male,2015,2400,2015,S2,P,P,P,NULL,Student Inquiry and Research/Summer,"SIR,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Film Study: History and Criticism,"Eng,t",12
Male,2015,2401,2015,S1,4,4,A,NULL,US Government and the Constitution,"HistSS,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Multi-Variable Calculus,"Math,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2015,2401,2015,S1,4,3.67,A-,NULL,Engineering,"Sci,t",12
Male,2015,2401,2015,S1,3,3,B,NULL,Microbes and Disease,"Sci,t",12
Male,2015,2402,2015,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Male,2015,2402,2015,S2,3,3,B,NULL,Differential Equations,"Math,t",12
Male,2015,2402,2015,S2,4,4,A,NULL,Advanced Programming,"math,cs,t",12
Male,2015,2402,2015,S2,3,3,B,NULL,Organic Chemistry II,"Sci,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2015,2402,2015,S2,4,3.67,A-,NULL,Computational Science,"Sci,t",12
Male,2015,2201,2013,S1,3,2.67,B-,NULL,Literary Explorations I,"Eng,t",10
